operateur,annee,filiere,code_categorie_consommation,libelle_categorie_consommation,code_grand_secteur,libelle_grand_secteur,code_naf,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,code_region,libelle_region
Gaz de Barr,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,107.16951952311254,100,0.5,0,44,Grand Est
Gaz électricité de Grenoble,2016,Gaz,ENT,Entreprises,I,Industrie,,0,136.3934070852904,202,0.5,0,84,Auvergne-Rhône-Alpes
Gaz électricité de Grenoble,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,545.78,2316,0.5,0,84,Auvergne-Rhône-Alpes
Gaz électricité de Grenoble,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,398.19,38780,0.5,2,84,Auvergne-Rhône-Alpes
Gazelec de Péronne,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,108.98785331904683,1122,1.0,0,32,Hauts-de-France
Gazelec de Péronne,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,183.62716130771952,2041,1.0,0,32,Hauts-de-France
Gedia,2016,Gaz,ENT,Entreprises,I,Industrie,,0,168.88582143586254,17,1.0,0,24,Centre-Val de Loire
Gedia,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,702.14,12935,0.701,2,24,Centre-Val de Loire
GRDF,2016,Gaz,ENT,Entreprises,I,Industrie,,0,237.90547988231208,1133,0.995,0,11,Île-de-France
GRDF,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,80.06852480089509,2403,0.998,0,24,Centre-Val de Loire
GRDF,2016,Gaz,X,0,X,Secteur Inconnu,,0,846.17,101,0.832,16,24,Centre-Val de Loire
GRDF,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,201.2622777301941,2937,0.996,0,27,Bourgogne-Franche-Comté
GRDF,2016,Gaz,X,0,X,Secteur Inconnu,,0,168.4707480202275,173,0.842,25,27,Bourgogne-Franche-Comté
GRDF,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,157.6378417537948,5498,0.999,0,32,Hauts-de-France
GRDF,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,124.2697748112974,977507,0.0847,64,44,Grand Est
GRDF,2016,Gaz,ENT,Entreprises,A,Agriculture,,0,133.3054209107011,148,0.986,0,52,Pays de la Loire
GRDF,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,686.1,2770,0.999,0,52,Pays de la Loire
GRDF,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,651.8,600277,0.106,37,52,Pays de la Loire
GRDF,2016,Gaz,ENT,Entreprises,I,Industrie,,0,454.67,566,0.996,0,53,Bretagne
GRDF,2016,Gaz,ENT,Entreprises,I,Industrie,,0,173.09266863067404,862,0.995,0,75,Nouvelle-Aquitaine
GRDF,2016,Gaz,X,0,X,Secteur Inconnu,,0,211.63,136,0.597,50,75,Nouvelle-Aquitaine
GRDF,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,174.7451816292706,1288950,0.175,87,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Séchilienne,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,173.60303310946546,3,0.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Villard-Bonnot,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,105.65480062257204,1498,0.0,0,84,Auvergne-Rhône-Alpes
GRT Gaz,2016,Gaz,ENT,Entreprises,I,Industrie,,0,151.45224978505968,8,1.0,0,76,Occitanie
GRT Gaz,2016,Gaz,ENT,Entreprises,I,Industrie,,0,205.9683808397255,107,1.0,0,84,Auvergne-Rhône-Alpes
Regaz Bordeaux,2016,Gaz,ENT,Entreprises,I,Industrie,,0,128.94469042592226,1213,0.963,0,75,Nouvelle-Aquitaine
Regaz Bordeaux,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,895.31,6958,0.961,0,75,Nouvelle-Aquitaine
Regaz Bordeaux,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,107.24058113591155,215239,0.96,0,75,Nouvelle-Aquitaine
Regaz Bordeaux,2016,Gaz,X,0,X,Secteur Inconnu,,0,136.05523144633136,6,0.965,0,75,Nouvelle-Aquitaine
Régie Municipale Bazas-Energies,2016,Gaz,ENT,Entreprises,I,Industrie,,0,160.40690035963897,37,0.5,0,75,Nouvelle-Aquitaine
Régie Municipale Bazas-Energies,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,154.3920580492642,108,0.5,0,75,Nouvelle-Aquitaine
Régie municipale gaz électricité de Bonneville,2016,Gaz,ENT,Entreprises,A,Agriculture,,0,222.9077418585195,1,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2016,Gaz,ENT,Entreprises,I,Industrie,,0,144.98973507573945,1,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,148.6133482957022,29,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale multiservices de La Réole,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,150.83803303558707,137,0.8,0,75,Nouvelle-Aquitaine
Régie municipale multiservices de La Réole,2016,Gaz,X,0,X,Secteur Inconnu,,0,67.06559578036213,2,1.0,0,75,Nouvelle-Aquitaine
Réseau GDS,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,661.22,1441,0.982,0,44,Grand Est
SAEML Energies Services Lannemezan,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,949.46,2297,1.0,0,76,Occitanie
SAEML Energies Services Lannemezan,2016,Gaz,X,0,X,Secteur Inconnu,,0,0.0,0,0.0,0,76,Occitanie
SICAE de la Somme et du Cambraisis,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,165.9650107382691,255,0.749,0,32,Hauts-de-France
Sorégies,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,174.00237717554964,2037,1.0,2,52,Pays de la Loire
Sorégies,2016,Gaz,X,0,X,Secteur Inconnu,,0,153.6007073505772,48,1.0,0,75,Nouvelle-Aquitaine
TIGF,2016,Gaz,ENT,Entreprises,A,Agriculture,,0,138.12,15,1.0,0,75,Nouvelle-Aquitaine
TIGF,2016,Gaz,ENT,Entreprises,I,Industrie,,0,161.77502825246245,38,1.0,0,76,Occitanie
Veolia eau,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,135.23648467419844,51,1.0,0,44,Grand Est
Veolia eau,2016,Gaz,ENT,Entreprises,A,Agriculture,,0,840.85,2,1.0,0,53,Bretagne
Veolia eau,2016,Gaz,ENT,Entreprises,T,Tertiaire,,0,458.34,1,1.0,0,53,Bretagne
Vialis,2016,Gaz,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,133.2907999673177,30125,0.984,0,44,Grand Est
Energies Services Lavaur,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,118.43104766146854,65,1.0,0,76,Occitanie
Coopérative d'électricité de Saint Martin de Londres,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,555.59,19,1.0,0,76,Occitanie
Coopérative d'électricité de Saint Martin de Londres,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,131.87335758158474,38785,1.0,0,76,Occitanie
Coopérative d'électricité de Villiers sur Marne,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,135.39964100097325,13357,1.0,0,11,Île-de-France
Coopérative d'électricité de Villiers sur Marne,2017,Electricité,X,0,X,Secteur Inconnu,,0,0.0,0,0.0,0,11,Île-de-France
EBM – Elektra Birseck,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,180.14249804323995,16592,0.5,0,44,Grand Est
EdF-SEI,2017,Electricité,ENT,Entreprises,I,Industrie,,0,112.615922428181,1968,1.0,0,01,Guadeloupe
EdF-SEI,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,130.81736867928672,15679,1.0,0,01,Guadeloupe
EdF-SEI,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,134.2387968488494,195165,1.0,0,01,Guadeloupe
EdF-SEI,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,140.4093379933976,290,1.0,0,02,Martinique
EdF-SEI,2017,Electricité,ENT,Entreprises,I,Industrie,,0,837.85,1635,0.998,1,02,Martinique
EdF-SEI,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,200.10448040367544,959,1.0,0,04,La Réunion
EdF-SEI,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,660.83,29704,1.0,0,04,La Réunion
EdF-SEI,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,502.07,24049,1.0,0,94,Corse
Electricité de Mayotte,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,176.53458545854133,98,0.33,0,06,Mayotte
Electricité de Mayotte,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,213.70018465003497,4824,0.33,0,06,Mayotte
Electricité de Mayotte,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,419.11,38884,0.33,0,06,Mayotte
Electricité de Strasbourg,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,96.56203189742844,4559,1.0,0,44,Grand Est
Enedis,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,552.3,770,0.931,0,11,Île-de-France
Enedis,2017,Electricité,ENT,Entreprises,I,Industrie,,0,202.45684245047704,3813,0.961,0,24,Centre-Val de Loire
Enedis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,117.2887198194626,14296,0.951,0,24,Centre-Val de Loire
Enedis,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,157.13519210731275,1412863,0.48,26,24,Centre-Val de Loire
Enedis,2017,Electricité,ENT,Entreprises,I,Industrie,,0,138.04472075800766,5195,0.963,0,27,Bourgogne-Franche-Comté
Enedis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,807.59,18169,0.942,0,28,Normandie
Enedis,2017,Electricité,X,0,X,Secteur Inconnu,,0,173.92380856533063,2,0.0,0,28,Normandie
Enedis,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,707.06,1580,0.942,0,44,Grand Est
Enedis,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,214.44289930570665,2269315,0.472,71,44,Grand Est
Enedis,2017,Electricité,ENT,Entreprises,I,Industrie,,0,991.03,6441,0.962,0,52,Pays de la Loire
Enedis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,869.35,20556,0.947,0,52,Pays de la Loire
Enedis,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,674.68,2195337,0.465,47,52,Pays de la Loire
Enedis,2017,Electricité,X,0,X,Secteur Inconnu,,0,611.95,18,0.104,0,52,Pays de la Loire
Enedis,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,200.5651549902649,3161,0.925,0,53,Bretagne
Enedis,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,739.91,3501796,0.465,74,75,Nouvelle-Aquitaine
Enedis,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,170.6280227501894,3115,0.957,0,76,Occitanie
Enedis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,126.59891252402748,33398,0.951,0,76,Occitanie
Enedis,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,379.98,3789845,0.473,94,76,Occitanie
Enedis,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,146.85215960522774,1407,0.947,0,93,Provence-Alpes-Côte d'Azur
Enedis,2017,Electricité,ENT,Entreprises,I,Industrie,,0,362.71,5744,0.942,0,93,Provence-Alpes-Côte d'Azur
Enedis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,166.12895593966948,34857,0.946,0,93,Provence-Alpes-Côte d'Azur
Enedis,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,101.93521591697062,3414077,0.487,98,93,Provence-Alpes-Côte d'Azur
Energies-services Sainte Marie aux Chênes,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,224.1162940288617,2088,0.93,0,44,Grand Est
Energies et services Creutzwald,2017,Electricité,X,0,X,Secteur Inconnu,,0,170.22439642322976,7251,1.0,0,44,Grand Est
Energies et Services Sarre-Union,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,505.45,10,0.9,0,44,Grand Est
Energies et Services Sarre-Union,2017,Electricité,ENT,Entreprises,I,Industrie,,0,170.7609148913362,13,0.9,0,44,Grand Est
Energies et Services Sarre-Union,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,117.41448533252822,358,0.9,0,44,Grand Est
Energies et Services Sarre-Union,2017,Electricité,X,0,X,Secteur Inconnu,,0,0.1060445822166763,3,0.9,0,44,Grand Est
Energies et Services ville d'Amneville,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,139.27477702161926,5104,0.87,0,44,Grand Est
Energis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,332.02,1436,1.0,0,44,Grand Est
Energis,2017,Electricité,X,0,X,Secteur Inconnu,,0,0.0,0,0.0,0,44,Grand Est
Gascogne Energies Services,2017,Electricité,ENT,Entreprises,I,Industrie,,0,98.97282440838356,62,1.0,0,75,Nouvelle-Aquitaine
Gascogne Energies Services,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,361.1,430,1.0,0,75,Nouvelle-Aquitaine
Gascogne Energies Services,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,76.27959712345816,3155,1.0,0,75,Nouvelle-Aquitaine
Gaz de Barr,2017,Electricité,ENT,Entreprises,I,Industrie,,0,120.76199073475549,5,1.0,0,44,Grand Est
Gaz électricité de Grenoble,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,128.09000637645386,499,0.5,0,84,Auvergne-Rhône-Alpes
Gaz électricité de Grenoble,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,145.19432015989648,106224,0.5,0,84,Auvergne-Rhône-Alpes
Gazelec de Péronne,2017,Electricité,ENT,Entreprises,I,Industrie,,0,721.66,19,1.0,0,32,Hauts-de-France
Gazelec de Péronne,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,177.82683236780488,4616,1.0,0,32,Hauts-de-France
Gedia,2017,Electricité,ENT,Entreprises,I,Industrie,,0,152.995462540716,35,1.0,0,24,Centre-Val de Loire
Gedia,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,155.68189345339962,15666,0.7,0,24,Centre-Val de Loire
GÉRÉDIS,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,150.23239905037752,1432,0.95,0,75,Nouvelle-Aquitaine
GÉRÉDIS,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,315.3,150651,0.95,24,75,Nouvelle-Aquitaine
Groupement Elise - Régie de Pinsot,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,806.87,189,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Marcellin,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,584.89,4,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Marcellin,2017,Electricité,ENT,Entreprises,I,Industrie,,0,398.73,77,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Marcellin,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,612.13,1006,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Marcellin,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,121.44074651418714,5047,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Pierre-d'Allevard,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,24.41081545940861,4,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Pierre-d'Allevard,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,182.99344590283908,140,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Pierre-d'Allevard,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,107.7476155464658,1311,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Saint-Pierre-d'Allevard,2017,Electricité,X,0,X,Secteur Inconnu,,0,676.16,0,0.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Villard-Bonnot,2017,Electricité,ENT,Entreprises,I,Industrie,,0,597.15,94,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Vinay,2017,Electricité,ENT,Entreprises,I,Industrie,,0,112.3112704343211,48,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Vinay,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,194.3789555663228,436,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie de Vinay,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,170.64483542061487,2287,1.0,0,84,Auvergne-Rhône-Alpes
Groupement Elise - Régie du Moutaret,2017,Electricité,ENT,Entreprises,I,Industrie,,0,1.1236013570272414,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie communale d'électricité d'Uckange,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,0.0,0,0.0,0,44,Grand Est
Régie communale d'électricité d'Uckange,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,179.78544900538822,2764,1.0,0,44,Grand Est
Régie communale d'électricité de Gattieres,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,262.16,157,1.0,0,93,Provence-Alpes-Côte d'Azur
Régie communale de distribution d'électricité et d'eau Mitry Mory,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,800.86,425,0.87,0,11,Île-de-France
Régie communale du câble et d'électricité de Montataire,2017,Electricité,ENT,Entreprises,I,Industrie,,0,107.00121148465604,6,1.0,0,32,Hauts-de-France
Régie communale du câble et d'électricité de Montataire,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,192.11383201091016,5012,1.0,0,32,Hauts-de-France
Régie d'électricité d'Aigueblanche,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,525.75,211,1.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité d'Elbeuf,2017,Electricité,X,0,X,Secteur Inconnu,,0,367.29,960,0.5,0,28,Normandie
Régie d'électricité de Bitche,2017,Electricité,X,0,X,Secteur Inconnu,,0,415.53,50,1.0,0,44,Grand Est
Régie d'électricité de Fontpedrouse et de Mont-Louis,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,146.15524298414127,72,1.0,0,76,Occitanie
Régie d'électricité de Montvalezan-La-Rosière,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,167.89843933808413,2052,1.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité de Sainte Marie de Cuines,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,0.0,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité de Sainte Marie de Cuines,2017,Electricité,X,0,X,Secteur Inconnu,,0,945.39,12,1.0,0,84,Auvergne-Rhône-Alpes
Régie d'électricité du syndicat du sud de La Réole,2017,Electricité,ENT,Entreprises,I,Industrie,,0,162.19880901765077,185,1.0,0,75,Nouvelle-Aquitaine
Régie de Saint Paul Cap de Joux,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,161.27930215139727,351,0.85,0,76,Occitanie
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC),2017,Electricité,ENT,Entreprises,A,Agriculture,,0,147.42691270963036,26,0.996,0,24,Centre-Val de Loire
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC),2017,Electricité,ENT,Entreprises,I,Industrie,,0,187.61072659798688,272,0.996,0,24,Centre-Val de Loire
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC),2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,746.53,50425,0.536,0,24,Centre-Val de Loire
Régie du syndicat électrique intercommunal du Pays Chartrain (RSEIPC),2017,Electricité,X,0,X,Secteur Inconnu,,0,163.36907942644373,339,0.995,0,24,Centre-Val de Loire
Régie du syndicat intercommunal d'électricité de la vallée de Thônes,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,140.44720887867345,2,0.95,0,84,Auvergne-Rhône-Alpes
Régie du syndicat intercommunal d'électricité de la vallée de Thônes,2017,Electricité,X,0,X,Secteur Inconnu,,0,219.47827431145507,34,0.95,0,84,Auvergne-Rhône-Alpes
Régie électrique d'Avrieux,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,116.2640949437448,4,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Bonneval-sur-Arc,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,169.65351497542522,320,0.3,0,84,Auvergne-Rhône-Alpes
Régie électrique de Bozel,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,316.2,190,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Gervans,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,156.01149069735743,23,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de La Cabanasse,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,125.82502293001755,61,0.0,0,76,Occitanie
Régie électrique de La Chapelle,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,110.93340783937256,7,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Petit-Coeur,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,182.644414268824,335,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Prats-de-Mollo-la-Preste,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,775.32,8,0.5,0,76,Occitanie
Régie électrique de Saint Laurent de Cerdans,2017,Electricité,ENT,Entreprises,I,Industrie,,0,155.92409643842325,41,1.0,0,76,Occitanie
Régie électrique de Sainte-Foy-Tarentaise,2017,Electricité,X,0,X,Secteur Inconnu,,0,121.59528916274134,136,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Tignes,2017,Electricité,ENT,Entreprises,I,Industrie,,0,841.7,4,0.9,0,84,Auvergne-Rhône-Alpes
Régie électrique de Villarlurin,2017,Electricité,X,0,X,Secteur Inconnu,,0,47.50759722344629,8,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique municipale de Fontaine-au-Pire,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,85.55255723361967,7,0.0,0,32,Hauts-de-France
Régie électrique municipale de Fontaine-au-Pire,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,748.77,509,0.0,0,32,Hauts-de-France
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2017,Electricité,ENT,Entreprises,I,Industrie,,0,204.0439237596638,19,0.9,0,44,Grand Est
Régie municipale d'électricité de Dalou,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,21.91205532944961,5,1.0,0,76,Occitanie
Régie municipale d'électricité de Gandrange,2017,Electricité,ENT,Entreprises,I,Industrie,,0,134.75768126469097,2,1.0,0,44,Grand Est
Régie municipale d'électricité de La Bresse,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,653.95,3759,0.0,0,44,Grand Est
Régie municipale d'électricité de La Chambre,2017,Electricité,ENT,Entreprises,I,Industrie,,0,146.95029216441898,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de La Chambre,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,174.15575312983202,684,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de la Ferrière,2017,Electricité,ENT,Entreprises,I,Industrie,,0,117.82695891361348,15,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de la Ferrière,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,869.5,75,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Pontamafrey-Montpascal,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,128.0709670699134,22,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Saint Martin sur La Chambre,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,142.81825440645125,16,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Saint Martin sur La Chambre,2017,Electricité,X,0,X,Secteur Inconnu,,0,710.82,12,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Salins les Bains,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,139.01482882617233,257,1.0,0,27,Bourgogne-Franche-Comté
Régie municipale d'électricité de Tarascon sur Ariège,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,111.9851511490572,1725,1.0,0,76,Occitanie
Régie municipale d'électricité de Tours en Savoie,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,951.74,23,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Tours en Savoie,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,150.38,490,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité de Varilhes,2017,Electricité,X,0,X,Secteur Inconnu,,0,202.08634950231,110,1.0,0,76,Occitanie
Régie municipale d'électricité de Vicdessos,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,193.37674398564087,523,0.0,0,76,Occitanie
Régie municipale d'électricité et de télédistribution de Rombas,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,346.0,4814,1.0,0,44,Grand Est
Régie municipale d'energie électrique de Quillan,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,556.1,29,0.0,0,76,Occitanie
Régie Municipale de Cazouls-les-Béziers,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,135.39848481500965,249,1.0,0,76,Occitanie
Régie municipale de Presle,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,67.20072731295267,15,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale de Saint-Avre,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,119.38,0,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale électrique de Saint Leonard de Noblat,2017,Electricité,ENT,Entreprises,I,Industrie,,0,195.2324402719864,13,1.0,0,75,Nouvelle-Aquitaine
Régie municipale électrique de Saint Leonard de Noblat,2017,Electricité,RES-PRO,Résidentiel + Petits Professionnels,R,Résidentiel,,0,145.0961090970339,1548,1.0,0,75,Nouvelle-Aquitaine
Régie municipale électrique Les Houches,2017,Electricité,ENT,Entreprises,A,Agriculture,,0,166.5511572644787,8,0.5,0,84,Auvergne-Rhône-Alpes
Régie municipale électrique Les Houches,2017,Electricité,ENT,Entreprises,I,Industrie,,0,153.26164906666725,15,0.5,0,84,Auvergne-Rhône-Alpes
Régie municipale électrique Les Houches,2017,Electricité,ENT,Entreprises,T,Tertiaire,,0,157.27,114,0.5,0,84,Auvergne-Rhône-Alpes
