operateur,annee,filiere,code_categorie_consommation,libelle_categorie_consommation,code_grand_secteur,libelle_grand_secteur,code_naf,libelle_secteur_naf2,conso,pdl,indqual,nombre_mailles_secretisees,code_region,libelle_region
Régie communale d'électricité de Gattieres,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,677.14,68,1.0,0,93,Provence-Alpes-Côte d'Azur
Régie communale d'électricité de Gattieres,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,108.45866940976316,49,1.0,0,93,Provence-Alpes-Côte d'Azur
Régie communale d'électricité de Gattieres,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,726.47,2439,1.0,0,93,Provence-Alpes-Côte d'Azur
Régie communale d'électricité de Montois-la-Montagne,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,169.40266048317898,1,0.914,0,44,Grand Est
Régie communale d'électricité de Montois-la-Montagne,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,169.09619789855248,1265,0.4,0,44,Grand Est
Régie communale d'électricité de Saulnes,2021,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,102.6517231463208,5,0.5,0,44,Grand Est
Régie communale d'électricité de Saulnes,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,111.01879859928344,1325,0.5,0,44,Grand Est
Régie communale de distribution d'électricité et d'eau Mitry Mory,2021,Electricité,ENT,Entreprises,T,Tertiaire,70.0,Activités des sièges sociaux ; conseil de gestion,392.7,1,1.0,0,11,Île-de-France
Régie communale de distribution d'électricité et d'eau Mitry Mory,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,666.0,17,0.384,0,11,Île-de-France
Régie communale de distribution d'électricité et d'eau Mitry Mory,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,144.88624943063587,267,0.484,0,11,Île-de-France
Régie communale du câble et d'électricité de Montataire,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",30.87012005316213,1,0.888,0,32,Hauts-de-France
Régie communale du câble et d'électricité de Montataire,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,123.29308574075962,1,0.889,0,32,Hauts-de-France
Régie communale du câble et d'électricité de Montataire,2021,Electricité,ENT,Entreprises,T,Tertiaire,93.0,"Activités sportives, récréatives et de loisirs",737.92,1,0.908,0,32,Hauts-de-France
Régie communale du câble et d'électricité de Montataire,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,109.73,8,0.347,0,32,Hauts-de-France
Régie d'électricité Counozouls,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,158.47870942622214,150,0.0,0,76,Occitanie
Régie d'électricité d'Elbeuf,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",142.98012741934832,3,0.953,0,28,Normandie
Régie d'électricité d'Elbeuf,2021,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,370.61,1,0.68,0,28,Normandie
Régie d'électricité d'Elbeuf,2021,Electricité,ENT,Entreprises,T,Tertiaire,81.0,Services relatifs aux bâtiments et aménagement paysager,161.31,1,1.0,0,28,Normandie
Régie d'électricité d'Elbeuf,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,169.58857220025158,516,0.542,0,28,Normandie
Régie d'électricité de Bitche,2021,Electricité,ENT,Entreprises,A,Agriculture,1.0,0,0.5969226302098052,1,0.0,0,44,Grand Est
Régie d'électricité de Bitche,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",42.30841034213938,1,0.0,0,44,Grand Est
Régie du syndicat intercommunal d'électricité de la vallée de Thônes,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,26.079186102461644,1,0.0,0,84,Auvergne-Rhône-Alpes
Régie du syndicat intercommunal d'électricité de la vallée de Thônes,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,927.97,160,0.131,0,84,Auvergne-Rhône-Alpes
Régie électrique d'Avrieux,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,36.57509227060543,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique d'Avrieux,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,134.55772320042803,43,1.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de La Cabanasse,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,539.89,2,1.0,0,76,Occitanie
Régie électrique de La Cabanasse,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,72.4413795600651,2,1.0,0,76,Occitanie
Régie électrique de Sainte-Foy-Tarentaise,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,0.2667210631408652,1,0.0,0,84,Auvergne-Rhône-Alpes
Régie électrique de Sainte-Foy-Tarentaise,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,0.0,0,0.0,1,84,Auvergne-Rhône-Alpes
Régie électrique de Villaroger,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,183.49015071156325,45,0.803,0,84,Auvergne-Rhône-Alpes
Régie électrique municipale de Fontpedrouse,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,0.0,0,0.0,1,76,Occitanie
Régie électriques de Tignes,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,560.74,243,0.659,0,84,Auvergne-Rhône-Alpes
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",126.79546658158216,5,0.982,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,I,Industrie,31.0,Fabrication de meubles,205.64484728703903,2,1.0,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,T,Tertiaire,53.0,Activités de poste et de courrier,85.0130476166569,1,1.0,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,161.53340939676875,4,1.0,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,983.78,3,0.928,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,211.5104779586445,2,1.0,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,228.80677230026765,14,1.0,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,197.8603202770595,33,0.432,0,44,Grand Est
Régie intercommunale d'électricité de Niederbronn-Reichshoffen,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,386.47,228,0.427,0,44,Grand Est
Régie municipale d'électricité d'Arignac,2021,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,89.3994303681716,1,1.0,0,76,Occitanie
Régie municipale d'électricité d'Arignac,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,16.24833400129641,1,1.0,0,76,Occitanie
Régie municipale d'électricité d'Arignac,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,178.53891795280848,444,1.0,0,76,Occitanie
Régie municipale d'électricité de Clouange,2021,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,11.654193396574518,1,0.97,0,44,Grand Est
Régie municipale d'électricité de Clouange,2021,Electricité,ENT,Entreprises,T,Tertiaire,61.0,Télécommunications,693.88,1,0.919,0,44,Grand Est
Régie municipale d'électricité de La Bresse,2021,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,133.63754480960466,1,1.0,0,44,Grand Est
Régie municipale d'électricité de La Bresse,2021,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,121.54460679770736,2,0.899,0,44,Grand Est
Régie municipale d'électricité de La Bresse,2021,Electricité,PRO,Petits professionels,T,Tertiaire,,0,794.7,507,0.481,0,44,Grand Est
Régie municipale d'électricité de La Bresse,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,95.06013717558102,201,0.432,0,44,Grand Est
Régie municipale d'électricité de Loos,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",791.57,1,1.0,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2021,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,152.12,2,1.0,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2021,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,94.31457380321692,3,0.794,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2021,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,106.33282352082009,5,1.0,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2021,Electricité,ENT,Entreprises,T,Tertiaire,72.0,Recherche-développement scientifique,136.3878438992273,2,1.0,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,186.34662230844484,4,1.0,0,32,Hauts-de-France
Régie municipale d'électricité de Loos,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,586.76,89,0.765,0,32,Hauts-de-France
Régie municipale d'électricité de Martres Tolosane,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,194.456633213038,20,0.5,0,76,Occitanie
Régie municipale d'électricité de Martres Tolosane,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,152.76239095654122,199,0.5,0,76,Occitanie
Régie municipale d'électricité de Mazeres,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",198.13632905714988,1,0.0,0,76,Occitanie
Régie municipale d'électricité de Mazeres,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,99.79566682279854,4,0.0,0,76,Occitanie
Régie municipale d'électricité de Merens les Vals,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,289.73,200,1.0,0,76,Occitanie
Régie municipale d'électricité de Miramont les Comminges,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,181.4110031711262,491,0.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2021,Electricité,ENT,Entreprises,A,Agriculture,1.0,0,166.68320452877796,9,1.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2021,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,23.71698515698647,1,1.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2021,Electricité,ENT,Entreprises,T,Tertiaire,37.0,Collecte et traitement des eaux usées,166.1479090131783,2,0.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2021,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,947.38,2,1.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2021,Electricité,ENT,Entreprises,T,Tertiaire,77.0,Activités de location et location-bail,56.83397944741026,1,1.0,0,76,Occitanie
Régie municipale d'électricité de Saverdun,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,579.53,15,1.0,0,76,Occitanie
Régie municipale d'électricité de Tarascon sur Ariège,2021,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,142.1063824914561,1,1.0,0,76,Occitanie
Régie municipale d'électricité de Tarascon sur Ariège,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",97.98331654755644,1,1.0,0,76,Occitanie
Régie municipale d'électricité de Tarascon sur Ariège,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,607.65,1905,1.0,0,76,Occitanie
Régie municipale d'électricité de Varilhes,2021,Electricité,ENT,Entreprises,I,Industrie,8.0,0,109.95862912230402,2,0.0,0,76,Occitanie
Régie municipale d'électricité de Varilhes,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,772.05,1,0.0,0,76,Occitanie
Régie municipale d'électricité de Villarodin-Bourget,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,116.397634966135,1226,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale d'électricité et de télédistribution de Marange-Silvange,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,0.0,0,0.0,1,44,Grand Est
Régie municipale d'électricité et de télédistribution de Talange,2021,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,9.825951133079688,1,0.924,0,44,Grand Est
Régie municipale d'électricité et de télédistribution de Talange,2021,Electricité,ENT,Entreprises,T,Tertiaire,45.0,Commerce et réparation d'automobiles et de motocycles,101.03087432290178,2,0.896,0,44,Grand Est
Régie municipale d'électricité et de télédistribution de Talange,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,585.21,28,0.884,0,44,Grand Est
Régie municipale d'électricité et de télédistribution de Talange,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,182.6966044499783,15,0.81,0,44,Grand Est
Régie municipale d'energie électrique de Quillan,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,0.0,0,0.0,1,76,Occitanie
Régie municipale d'energie électrique de Quillan,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,108.22276725193714,311,0.003,0,76,Occitanie
Régie municipale de Cazouls-les-Béziers,2021,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,124.607950597122,225,1.0,0,76,Occitanie
Régie municipale électrique de Saint Leonard de Noblat,2021,Electricité,ENT_PRO,0,X,Secteur Inconnu,,0,825.38,17,1.0,0,75,Nouvelle-Aquitaine
Régie municipale électrique Les Houches,2021,Electricité,ENT,Entreprises,T,Tertiaire,68.0,Activités immobilières,212.82,6,0.816,0,84,Auvergne-Rhône-Alpes
Régie municipale électrique Les Houches,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,0.0,0,0.0,1,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,996.24,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",195.0056752195681,13,0.998,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,794.79,1,0.999,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",112.26257909178577,11,0.919,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,52.0,Entreposage et services auxiliaires des transports,193.07246482117063,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,53.0,Activités de poste et de courrier,86.63970680153399,1,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,985.05,1,0.808,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,86.0,Activités pour la santé humaine,142.53,3,0.903,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,88.0,Action sociale sans hébergement,385.16,1,0.91,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,ENT,Entreprises,T,Tertiaire,94.0,Activités des organisations associatives,604.99,2,1.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,700.33,0,0.0,1,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,720.04,1082,0.611,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Bonneville,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,157.5967864343761,6779,0.567,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,I,Industrie,10.0,Industries alimentaires,790.67,7,0.652,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,I,Industrie,18.0,Imprimerie et reproduction d'enregistrements,58.96523058316301,1,0.0,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,30.44574578624719,1,0.816,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",146.20610596698307,11,0.991,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,I,Industrie,43.0,Travaux de construction spécialisés,176.5727671150445,15,0.684,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",982.65,2,0.851,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,37.0,Collecte et traitement des eaux usées,424.94,1,0.932,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,45.0,Commerce et réparation d'automobiles et de motocycles,148.12166110424403,11,0.698,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,46.0,"Commerce de gros, à l'exception des automobiles et des motocycles",163.9951017774107,4,0.983,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,66.0,Activités auxiliaires de services financiers et d'assurance,359.35,1,0.886,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,70.0,Activités des sièges sociaux ; conseil de gestion,701.82,5,0.845,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,174.78115077839308,2,0.9,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,T,Tertiaire,93.0,"Activités sportives, récréatives et de loisirs",48.72720273289215,1,0.79,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,324.69,64,0.864,0,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,0.0,0,0.0,1,84,Auvergne-Rhône-Alpes
Régie municipale gaz électricité de Sallanches,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,152.93422513790932,10377,0.581,0,84,Auvergne-Rhône-Alpes
Régie municipale multiservices de La Réole,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,487.52,10,0.1,0,75,Nouvelle-Aquitaine
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,154.67372647075638,3,1.0,0,52,Pays de la Loire
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",646.37,1,1.0,0,52,Pays de la Loire
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,556.18,2,1.0,0,53,Bretagne
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,29.0,Industrie automobile,156.40351270913587,1,1.0,0,53,Bretagne
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,23.0,Fabrication d'autres produits minéraux non métalliques,165.28672982573704,7,1.0,0,75,Nouvelle-Aquitaine
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",394.59,1,1.0,0,75,Nouvelle-Aquitaine
RTE,2021,Electricité,ENT,Entreprises,T,Tertiaire,72.0,Recherche-développement scientifique,127.286283646213,2,1.0,0,75,Nouvelle-Aquitaine
RTE,2021,Electricité,ENT,Entreprises,T,Tertiaire,86.0,Activités pour la santé humaine,150.8127340096102,1,1.0,0,76,Occitanie
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,11.0,Fabrication de boissons,127.06386102128178,2,1.0,0,84,Auvergne-Rhône-Alpes
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,99.42291508296177,35,1.0,0,84,Auvergne-Rhône-Alpes
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,25.0,"Fabrication de produits métalliques, à l'exception des machines et des équipements",608.12,10,1.0,0,84,Auvergne-Rhône-Alpes
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,26.0,"Fabrication de produits informatiques, électroniques et optiques",389.97,2,1.0,0,84,Auvergne-Rhône-Alpes
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,30.0,Fabrication d'autres matériels de transport,118.24545325532094,2,1.0,0,84,Auvergne-Rhône-Alpes
RTE,2021,Electricité,ENT,Entreprises,I,Industrie,24.0,Métallurgie,667.68,5,1.0,0,93,Provence-Alpes-Côte d'Azur
SAEML Hunelec,2021,Electricité,ENT,Entreprises,I,Industrie,17.0,Industrie du papier et du carton,253.85,1,0.906,0,44,Grand Est
SAEML Hunelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",16.439707809846844,1,0.0,0,44,Grand Est
SAEML Hunelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,45.0,Commerce et réparation d'automobiles et de motocycles,619.88,1,0.87,0,44,Grand Est
SAEML Hunelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,47.0,"Commerce de détail, à l'exception des automobiles et des motocycles",111.53020379652985,2,0.603,0,44,Grand Est
SAEML Hunelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,142.48728119727272,10,0.926,0,44,Grand Est
SAIC Pers Loisinges,2021,Electricité,ENT,Entreprises,X,Secteur Inconnu,,0,192.92211215206743,1,1.0,0,84,Auvergne-Rhône-Alpes
SEM Beauvois Distrelec,2021,Electricité,ENT,Entreprises,A,Agriculture,1.0,0,4.790281534727643,1,1.0,0,32,Hauts-de-France
SEM Beauvois Distrelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,65.0,Assurance,807.27,1,1.0,0,32,Hauts-de-France
SEM Beauvois Distrelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,84.0,Administration publique et défense ; sécurité sociale obligatoire,66.25247474752499,1,1.0,0,32,Hauts-de-France
SEM Beauvois Distrelec,2021,Electricité,ENT,Entreprises,T,Tertiaire,93.0,"Activités sportives, récréatives et de loisirs",5.575247193630072,1,1.0,0,32,Hauts-de-France
SICAE de Carnin,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,92.0860580778976,6,1.0,0,32,Hauts-de-France
SICAE de Carnin,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,220.07,13,1.0,0,32,Hauts-de-France
SICAE de Carnin,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,155.2563043380072,460,1.0,0,32,Hauts-de-France
SICAE de l'Aisne,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,133.96303469710583,111,0.58,0,32,Hauts-de-France
SICAE de l'Aisne,2021,Electricité,PRO,Petits professionels,I,Industrie,,0,78.4069433748967,154,0.66,0,32,Hauts-de-France
SICAE de l'Aisne,2021,Electricité,RES,Résidentiel,R,Résidentiel,,0,542.93,21689,0.0275,0,32,Hauts-de-France
SICAE de l'Aisne,2021,Electricité,PRO,Petits professionels,A,Agriculture,,0,0.0,0,0.0,1,44,Grand Est
SICAE de l'Aisne,2021,Electricité,PRO,Petits professionels,X,Secteur Inconnu,,0,14.282482565394806,11,0.0,0,44,Grand Est
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,I,Industrie,16.0,"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles ; fabrication d'articles en vannerie et sparterie",169.01084744508927,1,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,I,Industrie,20.0,Industrie chimique,196.3767786405112,3,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,I,Industrie,22.0,Fabrication de produits en caoutchouc et en plastique,456.13,1,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,I,Industrie,35.0,"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",855.87,20,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,I,Industrie,41.0,Construction de bâtiments,299.56,1,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,I,Industrie,6.0,0,87.91558289700703,1,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,36.0,"Captage, traitement et distribution d'eau",110.22804030524826,10,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,38.0,"Collecte, traitement et élimination des déchets ; récupération",115.49567618687436,5,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,55.0,Hébergement,714.48,2,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,61.0,Télécommunications,146.71670075560223,3,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,69.0,Activités juridiques et comptables,937.48,1,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,81.0,Services relatifs aux bâtiments et aménagement paysager,170.67668806498185,2,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,87.0,Hébergement médico-social et social,123.53456251191956,1,1.0,0,32,Hauts-de-France
SICAE de la Somme et du Cambraisis,2021,Electricité,ENT,Entreprises,T,Tertiaire,88.0,Action sociale sans hébergement,124.73021309990835,2,1.0,0,32,Hauts-de-France
SICAE de la vallée du Sausseron,2021,Electricité,ENT,Entreprises,T,Tertiaire,49.0,Transports terrestres et transport par conduites,624.11,1,1.0,0,11,Île-de-France
SICAE de la vallée du Sausseron,2021,Electricité,ENT,Entreprises,T,Tertiaire,56.0,Restauration,353.19,3,1.0,0,11,Île-de-France
